,0,1,2
"(4, 'linear', 121, 31)",68.04,50.5,46.88
"(4, 'linear', 121, 41)",65.98,52.0,46.88
"(4, 'linear', 121, 51)",64.95,53.5,46.88
"(4, 'linear', 121, 61)",67.01,52.0,46.88
"(4, 'linear', 121, 71)",62.89,52.5,46.88
"(4, 'linear', 121, 81)",67.01,50.5,46.88
"(4, 'linear', 121, 91)",65.98,51.5,46.88
"(4, 'linear', 131, 1)",64.95,53.5,46.88
"(4, 'linear', 131, 11)",64.95,53.0,46.88
"(4, 'linear', 131, 21)",67.01,50.5,46.88
"(4, 'linear', 131, 31)",65.98,52.5,46.88
"(4, 'linear', 131, 41)",63.92,51.5,46.88
"(4, 'linear', 131, 51)",63.92,50.5,46.88
"(4, 'linear', 131, 61)",65.98,51.0,46.88
"(4, 'linear', 131, 71)",64.95,51.0,46.88
"(4, 'linear', 131, 81)",64.95,50.5,46.88
"(4, 'linear', 131, 91)",60.82,22.5,62.5
"(4, 'linear', 141, 1)",64.95,51.0,46.88
"(4, 'linear', 141, 11)",67.01,52.0,46.88
"(4, 'linear', 141, 21)",62.89,52.0,46.88
"(4, 'linear', 141, 31)",65.98,50.5,46.88
"(4, 'linear', 141, 41)",62.89,50.0,46.88
"(4, 'linear', 141, 51)",67.01,52.5,46.88
"(4, 'linear', 141, 61)",63.92,52.0,46.88
"(4, 'linear', 141, 71)",65.98,51.5,46.88
"(4, 'linear', 141, 81)",91.75,26.5,0.0
"(4, 'linear', 141, 91)",65.98,52.0,46.88
"(4, 'linear', 151, 1)",60.82,53.5,46.88
"(4, 'linear', 151, 11)",63.92,54.0,46.88
"(4, 'linear', 151, 21)",64.95,51.5,46.88
"(4, 'linear', 151, 31)",62.89,50.5,46.88
"(4, 'linear', 151, 41)",67.01,51.0,46.88
"(4, 'linear', 151, 51)",65.98,54.0,46.88
"(4, 'linear', 151, 61)",64.95,53.5,46.88
"(4, 'linear', 151, 71)",64.95,53.5,46.88
"(4, 'linear', 151, 81)",91.75,26.5,0.0
"(4, 'linear', 161, 1)",61.86,54.0,46.88
"(4, 'linear', 161, 11)",65.98,51.0,46.88
"(4, 'linear', 161, 21)",62.89,53.5,46.88
"(4, 'linear', 161, 31)",67.01,52.0,46.88
"(4, 'linear', 161, 41)",62.89,51.5,46.88
"(4, 'linear', 161, 51)",67.01,50.5,46.88
"(4, 'linear', 161, 61)",62.89,51.5,46.88
"(4, 'linear', 161, 71)",62.89,52.0,46.88
"(4, 'linear', 161, 81)",67.01,51.0,46.88
"(4, 'linear', 161, 91)",86.6,36.0,0.0
"(4, 'linear', 171, 1)",68.04,52.5,43.75
"(4, 'linear', 171, 11)",63.92,52.5,46.88
"(4, 'linear', 171, 21)",67.01,51.0,46.88
"(4, 'linear', 171, 31)",65.98,52.5,46.88
"(4, 'linear', 171, 41)",65.98,53.0,46.88
"(4, 'linear', 171, 51)",65.98,53.0,46.88
"(4, 'linear', 171, 61)",64.95,49.0,46.88
"(4, 'linear', 171, 71)",65.98,52.0,46.88
"(4, 'linear', 171, 91)",65.98,51.5,46.88
"(4, 'linear', 181, 1)",68.04,48.0,46.88
"(4, 'linear', 181, 11)",62.89,52.0,46.88
"(4, 'linear', 181, 21)",67.01,51.5,46.88
"(4, 'linear', 181, 31)",65.98,51.0,46.88
"(4, 'linear', 181, 41)",64.95,52.0,46.88
"(4, 'linear', 181, 51)",68.04,49.5,46.88
"(4, 'linear', 181, 61)",63.92,51.5,46.88
"(4, 'linear', 181, 71)",64.95,51.0,46.88
"(4, 'linear', 181, 91)",86.6,34.5,0.0
"(4, 'linear', 191, 1)",67.01,50.5,46.88
"(4, 'linear', 191, 11)",67.01,51.5,46.88
"(4, 'linear', 191, 21)",65.98,51.5,46.88
"(4, 'linear', 191, 31)",65.98,51.0,46.88
"(4, 'linear', 191, 41)",64.95,54.0,46.88
"(4, 'linear', 191, 51)",63.92,53.5,46.88
"(4, 'linear', 191, 61)",62.89,54.0,46.88
"(4, 'linear', 191, 71)",61.86,23.5,56.25
"(4, 'linear', 191, 81)",90.72,29.0,0.0
"(4, 'linear', 191, 91)",90.72,27.0,0.0
"(4, 'linear', 201, 1)",61.86,53.5,46.88
"(4, 'linear', 201, 11)",63.92,54.0,46.88
"(4, 'linear', 201, 21)",67.01,51.0,46.88
"(4, 'linear', 201, 31)",67.01,51.0,46.88
"(4, 'linear', 201, 41)",63.92,50.0,46.88
"(4, 'linear', 201, 51)",64.95,53.0,46.88
"(4, 'linear', 201, 61)",62.89,50.5,46.88
"(4, 'linear', 201, 81)",64.95,48.0,46.88
"(4, 'linear', 201, 91)",89.69,27.0,0.0
"(4, 'linear', 211, 1)",61.86,53.0,46.88
"(4, 'linear', 211, 11)",63.92,52.0,46.88
"(4, 'linear', 211, 21)",65.98,51.5,46.88
"(4, 'linear', 211, 31)",62.89,51.0,46.88
"(4, 'linear', 211, 41)",64.95,51.5,46.88
"(4, 'linear', 211, 81)",89.69,29.5,0.0
"(4, 'linear', 211, 91)",86.6,32.5,0.0
"(4, 'linear', 221, 1)",65.98,53.5,46.88
"(4, 'linear', 221, 11)",65.98,52.0,46.88
"(4, 'linear', 221, 21)",64.95,52.0,46.88
"(4, 'linear', 221, 31)",62.89,52.0,46.88
"(4, 'linear', 221, 41)",67.01,50.0,46.88
"(4, 'linear', 221, 61)",65.98,52.5,46.88
"(4, 'linear', 221, 71)",65.98,51.0,46.88
"(4, 'linear', 221, 81)",91.75,28.5,0.0
"(4, 'linear', 221, 91)",86.6,33.0,0.0
"(4, 'linear', 231, 1)",61.86,54.0,46.88
"(4, 'linear', 231, 11)",63.92,51.5,46.88
"(4, 'linear', 231, 21)",62.89,52.0,46.88
"(4, 'linear', 231, 31)",62.89,51.5,46.88
"(4, 'linear', 231, 41)",63.92,52.0,46.88
"(4, 'linear', 231, 51)",67.01,51.0,46.88
"(4, 'linear', 231, 61)",91.75,28.0,0.0
"(4, 'linear', 231, 71)",62.89,55.5,46.88
"(4, 'linear', 231, 81)",88.66,35.5,0.0
"(4, 'linear', 241, 1)",67.01,50.5,46.88
"(4, 'linear', 241, 11)",65.98,52.5,46.88
"(4, 'linear', 241, 21)",65.98,53.5,46.88
"(4, 'linear', 241, 31)",67.01,50.5,46.88
"(4, 'linear', 241, 41)",62.89,51.0,46.88
"(4, 'linear', 241, 51)",64.95,50.5,46.88
"(4, 'linear', 241, 71)",86.6,29.0,0.0
"(4, 'linear', 241, 81)",90.72,30.0,0.0
"(4, 'linear', 241, 91)",86.6,34.0,0.0
"(4, 'linear', 251, 1)",61.86,55.0,46.88
"(4, 'linear', 251, 11)",64.95,52.0,46.88
"(4, 'linear', 251, 21)",62.89,53.5,46.88
"(4, 'linear', 251, 31)",67.01,50.0,46.88
"(4, 'linear', 251, 41)",54.64,61.5,46.88
"(4, 'linear', 251, 51)",91.75,27.0,0.0
"(4, 'linear', 251, 61)",65.98,52.5,46.88
"(4, 'linear', 251, 81)",88.66,33.0,0.0
"(4, 'linear', 251, 91)",89.69,32.0,0.0
"(4, 'linear', 261, 1)",63.92,54.5,46.88
"(4, 'linear', 261, 11)",62.89,52.5,46.88
"(4, 'linear', 261, 21)",67.01,51.0,46.88
"(4, 'linear', 261, 31)",62.89,50.5,46.88
"(4, 'linear', 261, 41)",63.92,52.0,46.88
"(4, 'linear', 261, 71)",91.75,27.5,0.0
"(4, 'linear', 261, 81)",91.75,29.0,0.0
"(4, 'linear', 261, 91)",91.75,27.5,0.0
"(4, 'linear', 271, 1)",63.92,54.5,46.88
"(4, 'linear', 271, 11)",63.92,51.0,46.88
"(4, 'linear', 271, 31)",62.89,52.0,46.88
"(4, 'linear', 271, 41)",64.95,52.0,46.88
"(4, 'linear', 271, 61)",88.66,29.5,0.0
"(4, 'linear', 271, 71)",87.63,34.5,0.0
"(4, 'linear', 271, 81)",91.75,27.5,0.0
"(4, 'linear', 271, 91)",91.75,28.0,0.0
"(4, 'linear', 281, 1)",62.89,52.5,46.88
"(4, 'linear', 281, 11)",65.98,52.0,46.88
"(4, 'linear', 281, 21)",67.01,50.0,46.88
"(4, 'linear', 281, 31)",62.89,52.0,46.88
"(4, 'linear', 281, 41)",64.95,50.5,46.88
"(4, 'linear', 281, 51)",64.95,48.0,46.88
"(4, 'linear', 281, 61)",64.95,51.0,46.88
"(4, 'linear', 281, 71)",87.63,35.5,0.0
"(4, 'linear', 281, 81)",90.72,27.0,0.0
"(4, 'linear', 281, 91)",91.75,28.5,0.0
"(4, 'linear', 291, 1)",62.89,53.0,46.88
"(4, 'linear', 291, 11)",67.01,50.5,46.88
"(4, 'linear', 291, 21)",62.89,52.0,46.88
"(4, 'linear', 291, 41)",64.95,53.0,46.88
"(4, 'linear', 291, 51)",87.63,35.5,0.0
"(4, 'linear', 291, 61)",65.98,52.0,46.88
"(4, 'linear', 291, 71)",91.75,27.0,0.0
"(4, 'linear', 291, 81)",88.66,32.0,0.0
"(4, 'linear', 291, 91)",91.75,27.5,0.0
"(5, 'relu', 1, 1)",100.0,-1.0,-1.0
"(5, 'relu', 1, 11)",73.2,48.5,37.5
"(5, 'relu', 1, 21)",81.44,30.5,0.0
"(5, 'relu', 1, 31)",65.98,50.0,46.88
"(5, 'relu', 1, 41)",100.0,-1.0,-1.0
"(5, 'relu', 1, 51)",100.0,-1.0,-1.0
"(5, 'relu', 1, 61)",100.0,-1.0,-1.0
"(5, 'relu', 1, 71)",63.92,52.5,46.88
"(5, 'relu', 1, 81)",100.0,-1.0,-1.0
"(5, 'relu', 1, 91)",100.0,-1.0,-1.0
"(5, 'relu', 11, 1)",100.0,-1.0,-1.0
"(5, 'relu', 11, 11)",77.32,28.0,0.0
"(5, 'relu', 11, 21)",45.36,45.0,78.12
"(5, 'relu', 11, 51)",51.55,43.5,75.0
"(5, 'relu', 11, 71)",62.89,52.5,50.0
"(5, 'relu', 11, 91)",51.55,48.0,75.0
"(5, 'relu', 21, 1)",100.0,-1.0,-1.0
"(5, 'relu', 21, 21)",65.98,48.0,50.0
"(5, 'relu', 21, 51)",61.86,44.0,71.88
"(5, 'relu', 31, 1)",64.95,49.0,46.88
"(5, 'relu', 31, 21)",68.04,49.0,46.88
"(5, 'relu', 31, 31)",50.52,41.0,81.25
"(5, 'relu', 31, 51)",63.92,50.5,46.88
"(5, 'relu', 31, 61)",65.98,49.0,46.88
"(5, 'relu', 31, 71)",62.89,52.0,56.25
"(5, 'relu', 31, 91)",64.95,49.0,46.88
"(5, 'relu', 41, 11)",97.94,0.5,0.0
"(5, 'relu', 41, 21)",64.95,49.0,46.88
"(5, 'relu', 41, 31)",65.98,49.5,46.88
"(5, 'relu', 41, 41)",64.95,49.5,46.88
"(5, 'relu', 41, 51)",64.95,49.5,46.88
"(5, 'relu', 41, 61)",64.95,49.5,46.88
"(5, 'relu', 41, 71)",68.04,35.5,0.0
"(5, 'relu', 41, 81)",51.55,49.0,71.88
"(5, 'relu', 41, 91)",67.01,50.0,46.88
"(5, 'relu', 51, 11)",65.98,53.5,46.88
"(5, 'relu', 51, 21)",62.89,50.5,56.25
"(5, 'relu', 51, 31)",61.86,65.0,0.0
"(5, 'relu', 51, 41)",65.98,50.0,46.88
"(5, 'relu', 51, 51)",65.98,49.5,46.88
"(5, 'relu', 51, 61)",65.98,49.5,46.88
"(5, 'relu', 51, 71)",67.01,51.0,46.88
"(5, 'relu', 51, 81)",64.95,53.0,46.88
"(5, 'relu', 51, 91)",63.92,51.0,46.88
"(5, 'relu', 61, 1)",64.95,50.5,46.88
"(5, 'relu', 61, 11)",64.95,49.5,46.88
"(5, 'relu', 61, 21)",74.23,43.0,0.0
"(5, 'relu', 61, 41)",69.07,47.0,46.88
"(5, 'relu', 61, 51)",63.92,49.5,46.88
"(5, 'relu', 61, 61)",65.98,50.5,46.88
"(5, 'relu', 61, 81)",62.89,51.0,46.88
"(5, 'relu', 61, 91)",70.1,47.0,46.88
"(5, 'relu', 71, 1)",73.2,54.5,0.0
"(5, 'relu', 71, 11)",64.95,51.0,46.88
"(5, 'relu', 71, 21)",63.92,50.5,46.88
"(5, 'relu', 71, 31)",67.01,46.0,53.12
"(5, 'relu', 71, 41)",65.98,50.0,46.88
"(5, 'relu', 71, 51)",64.95,50.0,46.88
"(5, 'relu', 71, 61)",67.01,50.5,46.88
"(5, 'relu', 71, 81)",65.98,50.0,46.88
"(5, 'relu', 71, 91)",64.95,50.0,46.88
"(5, 'relu', 81, 1)",63.92,51.0,50.0
"(5, 'relu', 81, 11)",65.98,49.5,46.88
"(5, 'relu', 81, 21)",63.92,50.5,50.0
"(5, 'relu', 81, 31)",63.92,50.0,46.88
"(5, 'relu', 81, 41)",67.01,49.5,46.88
"(5, 'relu', 81, 51)",64.95,51.0,46.88
"(5, 'relu', 81, 61)",64.95,50.0,46.88
"(5, 'relu', 81, 71)",67.01,48.5,46.88
"(5, 'relu', 81, 81)",67.01,49.5,46.88
"(5, 'relu', 81, 91)",64.95,50.0,46.88
"(5, 'relu', 91, 11)",71.13,37.0,0.0
"(5, 'relu', 91, 21)",64.95,50.0,46.88
"(5, 'relu', 91, 31)",64.95,51.0,46.88
"(5, 'relu', 91, 41)",67.01,50.0,46.88
"(5, 'relu', 91, 51)",53.61,46.5,75.0
"(5, 'relu', 91, 61)",64.95,49.5,46.88
"(5, 'relu', 91, 71)",75.26,43.0,46.88
"(5, 'relu', 101, 1)",64.95,54.0,46.88
"(5, 'relu', 101, 11)",63.92,50.5,46.88
"(5, 'relu', 101, 21)",64.95,49.5,46.88
"(5, 'relu', 101, 31)",64.95,49.0,46.88
"(5, 'relu', 101, 41)",65.98,49.5,46.88
"(5, 'relu', 101, 51)",67.01,49.5,46.88
"(5, 'relu', 101, 61)",71.13,28.0,0.0
"(5, 'relu', 101, 71)",67.01,50.5,46.88
"(5, 'relu', 101, 81)",77.32,41.0,46.88
"(5, 'relu', 101, 91)",64.95,50.0,46.88
"(5, 'relu', 111, 1)",100.0,-1.0,-1.0
"(5, 'relu', 111, 11)",63.92,51.5,46.88
"(5, 'relu', 111, 21)",78.35,40.5,46.88
"(5, 'relu', 111, 31)",67.01,50.0,46.88
"(5, 'relu', 111, 41)",68.04,47.5,46.88
"(5, 'relu', 111, 51)",63.92,50.0,46.88
"(5, 'relu', 111, 61)",67.01,55.0,0.0
"(5, 'relu', 111, 71)",63.92,50.0,46.88
"(5, 'relu', 111, 81)",63.92,50.5,46.88
"(5, 'relu', 111, 91)",63.92,50.5,46.88
"(5, 'relu', 121, 11)",64.95,50.0,46.88
"(5, 'relu', 121, 21)",63.92,49.5,46.88
"(5, 'relu', 121, 31)",64.95,50.0,46.88
"(5, 'relu', 121, 41)",70.1,47.0,46.88
"(5, 'relu', 121, 51)",65.98,53.0,46.88
"(5, 'relu', 121, 61)",65.98,50.5,46.88
"(5, 'relu', 121, 71)",64.95,51.0,46.88
"(5, 'relu', 121, 81)",64.95,52.5,46.88
"(5, 'relu', 121, 91)",70.1,46.0,46.88
"(5, 'relu', 131, 1)",100.0,-1.0,-1.0
"(5, 'relu', 131, 11)",63.92,49.5,46.88
"(5, 'relu', 131, 21)",64.95,49.0,46.88
"(5, 'relu', 131, 31)",63.92,50.0,46.88
"(5, 'relu', 131, 41)",63.92,49.5,46.88
"(5, 'relu', 131, 51)",65.98,52.0,46.88
"(5, 'relu', 131, 71)",65.98,51.0,46.88
"(5, 'relu', 131, 81)",63.92,50.0,46.88
"(5, 'relu', 131, 91)",67.01,51.0,46.88
"(5, 'relu', 141, 1)",100.0,-1.0,-1.0
"(5, 'relu', 141, 11)",69.07,46.5,46.88
"(5, 'relu', 141, 31)",63.92,50.5,46.88
"(5, 'relu', 141, 41)",65.98,50.5,46.88
"(5, 'relu', 141, 51)",64.95,49.0,46.88
"(5, 'relu', 141, 61)",63.92,50.0,46.88
"(5, 'relu', 141, 71)",65.98,51.5,46.88
"(5, 'relu', 141, 81)",65.98,51.0,46.88
"(5, 'relu', 141, 91)",63.92,50.5,46.88
"(5, 'relu', 151, 1)",64.95,53.5,46.88
"(5, 'relu', 151, 11)",64.95,49.5,46.88
"(5, 'relu', 151, 21)",63.92,49.5,46.88
"(5, 'relu', 151, 31)",65.98,50.0,46.88
"(5, 'relu', 151, 41)",74.23,41.0,46.88
"(5, 'relu', 151, 51)",64.95,49.5,46.88
"(5, 'relu', 151, 61)",68.04,50.0,46.88
"(5, 'relu', 151, 71)",63.92,50.0,46.88
"(5, 'relu', 151, 81)",64.95,37.0,0.0
"(5, 'relu', 151, 91)",63.92,51.0,46.88
"(5, 'relu', 161, 1)",67.01,49.5,46.88
"(5, 'relu', 161, 11)",64.95,49.0,46.88
"(5, 'relu', 161, 21)",65.98,51.0,46.88
"(5, 'relu', 161, 31)",72.16,32.5,0.0
"(5, 'relu', 161, 41)",64.95,49.5,46.88
"(5, 'relu', 161, 51)",65.98,51.5,46.88
"(5, 'relu', 161, 61)",64.95,51.0,46.88
"(5, 'relu', 161, 71)",70.1,45.0,46.88
"(5, 'relu', 161, 81)",70.1,44.0,46.88
"(5, 'relu', 161, 91)",63.92,49.0,46.88
"(5, 'relu', 171, 1)",100.0,-1.0,-1.0
"(5, 'relu', 171, 11)",63.92,50.0,46.88
"(5, 'relu', 171, 21)",63.92,51.0,46.88
"(5, 'relu', 171, 31)",64.95,35.5,0.0
"(5, 'relu', 171, 41)",65.98,49.5,46.88
"(5, 'relu', 171, 51)",75.26,27.5,0.0
"(5, 'relu', 171, 61)",65.98,52.0,46.88
"(5, 'relu', 171, 71)",67.01,50.5,46.88
"(5, 'relu', 171, 81)",63.92,51.0,46.88
"(5, 'relu', 171, 91)",70.1,46.0,46.88
"(5, 'relu', 181, 1)",100.0,-1.0,-1.0
"(5, 'relu', 181, 11)",63.92,49.5,46.88
"(5, 'relu', 181, 21)",64.95,50.0,46.88
"(5, 'relu', 181, 31)",64.95,49.0,46.88
"(5, 'relu', 181, 41)",63.92,51.0,46.88
"(5, 'relu', 181, 51)",63.92,50.0,46.88
"(5, 'relu', 181, 61)",67.01,50.5,46.88
"(5, 'relu', 181, 71)",67.01,48.5,46.88
"(5, 'relu', 181, 81)",63.92,50.5,46.88
"(5, 'relu', 181, 91)",60.82,42.5,0.0
"(5, 'relu', 191, 1)",79.38,31.5,21.88
"(5, 'relu', 191, 11)",63.92,51.0,50.0
"(5, 'relu', 191, 21)",63.92,49.5,46.88
"(5, 'relu', 191, 31)",65.98,50.0,46.88
"(5, 'relu', 191, 41)",63.92,51.5,46.88
"(5, 'relu', 191, 51)",70.1,46.5,46.88
"(5, 'relu', 191, 61)",64.95,49.5,46.88
"(5, 'relu', 191, 81)",65.98,53.0,46.88
"(5, 'relu', 191, 91)",63.92,51.5,46.88
"(5, 'relu', 201, 1)",64.95,53.0,46.88
"(5, 'relu', 201, 11)",62.89,51.5,50.0
"(5, 'relu', 201, 21)",64.95,50.0,46.88
"(5, 'relu', 201, 31)",65.98,49.5,46.88
"(5, 'relu', 201, 41)",67.01,51.0,46.88
"(5, 'relu', 201, 51)",63.92,49.5,46.88
"(5, 'relu', 201, 61)",67.01,50.0,46.88
"(5, 'relu', 201, 71)",63.92,50.5,46.88
"(5, 'relu', 201, 81)",64.95,49.5,46.88
"(5, 'relu', 201, 91)",73.2,31.5,0.0
"(5, 'relu', 211, 11)",63.92,51.5,46.88
"(5, 'relu', 211, 21)",64.95,49.5,46.88
"(5, 'relu', 211, 31)",64.95,51.0,46.88
"(5, 'relu', 211, 41)",76.29,30.5,0.0
"(5, 'relu', 211, 51)",63.92,50.5,46.88
"(5, 'relu', 211, 61)",70.1,46.5,46.88
"(5, 'relu', 211, 71)",63.92,51.0,46.88
"(5, 'relu', 211, 81)",63.92,50.5,46.88
"(5, 'relu', 211, 91)",67.01,49.5,46.88
"(5, 'relu', 221, 11)",79.38,38.0,46.88
"(5, 'relu', 221, 21)",64.95,50.0,46.88
"(5, 'relu', 221, 31)",63.92,49.5,46.88
"(5, 'relu', 221, 41)",69.07,48.0,46.88
"(5, 'relu', 221, 51)",63.92,50.5,46.88
"(5, 'relu', 221, 61)",70.1,45.5,46.88
"(5, 'relu', 221, 71)",64.95,51.5,46.88
"(5, 'relu', 221, 81)",64.95,51.0,46.88
"(5, 'relu', 221, 91)",65.98,51.0,46.88
"(5, 'relu', 231, 1)",98.97,1.0,0.0
"(5, 'relu', 231, 11)",63.92,51.5,46.88
"(5, 'relu', 231, 21)",63.92,42.0,0.0
"(5, 'relu', 231, 31)",67.01,49.0,46.88
"(5, 'relu', 231, 41)",63.92,50.0,46.88
"(5, 'relu', 231, 51)",64.95,49.5,46.88
"(5, 'relu', 231, 61)",71.13,31.0,0.0
"(5, 'relu', 231, 71)",67.01,49.0,46.88
"(5, 'relu', 231, 81)",63.92,51.0,46.88
"(5, 'relu', 241, 11)",62.89,38.5,0.0
"(5, 'relu', 241, 21)",63.92,50.0,46.88
"(5, 'relu', 241, 31)",64.95,50.0,46.88
"(5, 'relu', 241, 41)",64.95,49.5,46.88
"(5, 'relu', 241, 51)",64.95,50.5,46.88
"(5, 'relu', 241, 61)",63.92,50.5,46.88
"(5, 'relu', 241, 71)",67.01,50.5,46.88
"(5, 'relu', 241, 81)",60.82,37.0,0.0
"(5, 'relu', 241, 91)",63.92,49.5,46.88
"(5, 'relu', 251, 11)",64.95,49.5,46.88
"(5, 'relu', 251, 21)",63.92,49.5,46.88
"(5, 'relu', 251, 31)",67.01,50.0,46.88
"(5, 'relu', 251, 41)",62.89,50.0,46.88
"(5, 'relu', 251, 51)",70.1,33.0,0.0
"(5, 'relu', 251, 61)",64.95,49.5,46.88
"(5, 'relu', 251, 71)",70.1,45.0,46.88
"(5, 'relu', 251, 81)",63.92,51.0,46.88
"(5, 'relu', 251, 91)",63.92,49.5,46.88
"(5, 'relu', 261, 1)",78.35,38.0,46.88
"(5, 'relu', 261, 11)",63.92,51.0,46.88
"(5, 'relu', 261, 21)",64.95,50.5,46.88
"(5, 'relu', 261, 31)",63.92,50.0,46.88
"(5, 'relu', 261, 41)",63.92,49.5,46.88
"(5, 'relu', 261, 51)",73.2,43.0,46.88
"(5, 'relu', 261, 61)",70.1,46.5,46.88
"(5, 'relu', 261, 71)",63.92,51.0,46.88
"(5, 'relu', 261, 81)",63.92,49.5,46.88
"(5, 'relu', 261, 91)",63.92,50.5,46.88
"(5, 'relu', 271, 1)",70.1,48.5,46.88
"(5, 'relu', 271, 11)",63.92,51.0,46.88
"(5, 'relu', 271, 21)",63.92,50.5,46.88
"(5, 'relu', 271, 31)",63.92,51.0,46.88
"(5, 'relu', 271, 41)",65.98,50.5,46.88
"(5, 'relu', 271, 51)",64.95,50.5,46.88
"(5, 'relu', 271, 61)",63.92,50.5,46.88
"(5, 'relu', 271, 71)",62.89,50.0,46.88
"(5, 'relu', 271, 81)",68.04,50.0,46.88
"(5, 'relu', 271, 91)",65.98,50.5,46.88
"(5, 'relu', 281, 1)",70.1,46.0,46.88
"(5, 'relu', 281, 11)",65.98,49.5,46.88
"(5, 'relu', 281, 21)",64.95,51.0,46.88
"(5, 'relu', 281, 31)",67.01,49.5,46.88
"(5, 'relu', 281, 41)",64.95,51.5,46.88
"(5, 'relu', 281, 51)",64.95,38.0,0.0
"(5, 'relu', 281, 61)",81.44,39.0,31.25
"(5, 'relu', 281, 71)",67.01,50.5,46.88
"(5, 'relu', 281, 81)",68.04,49.5,46.88
"(5, 'relu', 281, 91)",63.92,51.0,46.88
"(5, 'relu', 291, 1)",100.0,-1.0,-1.0
"(5, 'relu', 291, 11)",67.01,50.5,46.88
"(5, 'relu', 291, 21)",63.92,49.5,46.88
"(5, 'relu', 291, 31)",63.92,51.0,46.88
"(5, 'relu', 291, 41)",71.13,32.0,0.0
"(5, 'relu', 291, 51)",64.95,51.0,46.88
"(5, 'relu', 291, 61)",64.95,51.0,46.88
"(5, 'relu', 291, 71)",63.92,50.5,46.88
"(5, 'relu', 291, 81)",81.44,34.0,43.75
"(5, 'relu', 291, 91)",64.95,51.5,46.88
"(5, 'linear', 1, 1)",77.32,42.0,28.12
"(5, 'linear', 1, 11)",80.41,41.0,21.88
"(5, 'linear', 1, 21)",60.82,57.0,46.88
"(5, 'linear', 1, 31)",67.01,55.0,37.5
"(5, 'linear', 1, 41)",72.16,52.0,46.88
"(5, 'linear', 1, 51)",60.82,53.0,46.88
"(5, 'linear', 1, 61)",70.1,49.0,37.5
"(5, 'linear', 1, 71)",82.47,43.0,28.12
"(5, 'linear', 1, 81)",74.23,46.5,37.5
"(5, 'linear', 1, 91)",80.41,39.0,25.0
"(5, 'linear', 11, 1)",71.13,47.0,34.38
"(5, 'linear', 11, 31)",65.98,50.5,46.88
"(5, 'linear', 11, 41)",74.23,50.5,40.62
"(5, 'linear', 11, 51)",69.07,51.0,40.62
"(5, 'linear', 11, 61)",75.26,47.5,37.5
"(5, 'linear', 11, 71)",73.2,49.5,37.5
"(5, 'linear', 11, 81)",67.01,55.0,43.75
"(5, 'linear', 11, 91)",61.86,56.0,53.12
"(5, 'linear', 21, 1)",77.32,46.5,37.5
"(5, 'linear', 21, 11)",64.95,53.5,46.88
"(5, 'linear', 21, 21)",55.67,60.5,46.88
"(5, 'linear', 21, 31)",62.89,54.5,46.88
"(5, 'linear', 21, 41)",72.16,50.5,37.5
"(5, 'linear', 21, 51)",72.16,52.0,40.62
"(5, 'linear', 21, 61)",67.01,53.5,43.75
"(5, 'linear', 21, 71)",71.13,54.5,40.62
"(5, 'linear', 21, 81)",60.82,52.0,46.88
"(5, 'linear', 21, 91)",69.07,51.5,43.75
"(5, 'linear', 31, 1)",60.82,51.5,46.88
"(5, 'linear', 31, 11)",62.89,52.5,46.88
"(5, 'linear', 31, 21)",61.86,54.0,46.88
"(5, 'linear', 31, 31)",57.73,62.0,46.88
"(5, 'linear', 31, 41)",65.98,49.5,46.88
"(5, 'linear', 31, 51)",68.04,49.5,46.88
"(5, 'linear', 31, 61)",62.89,56.5,46.88
"(5, 'linear', 31, 71)",64.95,50.0,46.88
"(5, 'linear', 31, 81)",67.01,51.0,46.88
"(5, 'linear', 31, 91)",65.98,51.5,46.88
"(5, 'linear', 41, 1)",61.86,53.0,53.12
"(5, 'linear', 41, 11)",64.95,52.0,46.88
"(5, 'linear', 41, 21)",63.92,52.0,46.88
"(5, 'linear', 41, 31)",65.98,52.5,46.88
"(5, 'linear', 41, 41)",63.92,55.0,46.88
"(5, 'linear', 41, 51)",65.98,54.0,46.88
"(5, 'linear', 41, 61)",63.92,53.0,46.88
"(5, 'linear', 41, 71)",67.01,51.0,46.88
"(5, 'linear', 41, 81)",64.95,53.0,46.88
"(5, 'linear', 41, 91)",65.98,51.5,46.88
"(5, 'linear', 51, 11)",68.04,49.0,46.88
"(5, 'linear', 51, 31)",64.95,53.0,46.88
"(5, 'linear', 51, 51)",65.98,51.0,46.88
"(5, 'linear', 51, 61)",65.98,54.0,46.88
"(5, 'linear', 51, 71)",65.98,52.5,46.88
"(5, 'linear', 51, 81)",67.01,52.5,46.88
"(5, 'linear', 51, 91)",69.07,50.0,46.88
"(5, 'linear', 61, 1)",64.95,53.0,46.88
"(5, 'linear', 61, 21)",64.95,54.0,46.88
"(5, 'linear', 61, 31)",67.01,50.0,46.88
"(5, 'linear', 61, 41)",67.01,50.5,46.88
"(5, 'linear', 61, 51)",64.95,52.0,46.88
"(5, 'linear', 61, 61)",64.95,52.0,46.88
"(5, 'linear', 61, 71)",65.98,53.0,46.88
"(5, 'linear', 61, 81)",64.95,53.5,46.88
"(5, 'linear', 61, 91)",65.98,53.0,46.88
"(5, 'linear', 71, 1)",63.92,52.0,43.75
"(5, 'linear', 71, 11)",68.04,50.0,46.88
"(5, 'linear', 71, 21)",64.95,51.5,46.88
"(5, 'linear', 71, 31)",64.95,52.0,46.88
